title,place,startAt,endAt,price,ageLimit,main_img_url,detail_info,notice_img_url,notice_txt,detail_info_img_url
성남큐브미술관 특별기획전,성남큐브미술관,2022.12.23,2023.03.19,"10,000원",전체관람가,http://ticketimage.interpark.com/Play/image/large/22/22017240_p.gif,- 전시관람 : 10:00 ~ 18:00 / 입장마감 17:40  / 매주 월요일 휴관,http://ticketimage.interpark.com/Play/image/etc/22/22017240-01.jpg,"

Untitled Document

",http://ticketimage.interpark.com/Play/image/etc/22/22017240-01.jpg
［대구］ 상상을 찍는 사진작가 에릭 요한슨展,경북대미술관,2022.12.13,2023.03.05,"15,000원",전체관람가,http://ticketimage.interpark.com/Play/image/large/22/22015883_p.gif,판매기간 : ~2023.03.05 17:00 얼리버드 판매기간 : ~2022.11.30 유효기간 : 2022.12.13. ~ 2023.03.05,,"[기본정보] 
판매기간 : ~2023.03.05 17:00
얼리버드 판매기간 : ~2022.11.30
유효기간 : 2022.12.13. ~ 2023.03.05


[이용방법]
1. 최소 이용 1시간 전 구매 (당일구매/당일사용 가능)
2. 현장방문, 고객 성함 및 휴대폰번호 뒷4자리 확인 후 이용

- 전시장소 : 경북대미술관
- 전시기간 : 2022.12.13 ~ 2023.03.05
- 관람시간 : 오전 11시 ~ 오후 8시 (입장마감 : 오후 7시 20분)


[업체정보]
업체주소 : 대구광역시 북구 대학로 80
업체번호 : 1533-7857
운영시간 : 11:00~20:00
매표마감 : 19:20
휴 무 일 : 매주 월요일 휴관
무료입장기준 : 36개월 미만(증빙서류 필참)
주차여부 : 가능 / 1일권 2,000원


[유의사항]
사용기간 : ~ 2023. 03. 05 (전시기간 내 관람)
* 사용한 티켓은 교환 및 환불이 불가합니다.


[취소/환불규정]
유효기간 내 미사용티켓 100% 환불가능
유효기간 후 미사용티켓 환불불가
사용한 티켓은 환불 불가능합니다.


[판매자정보]
업체명 : ㈜야놀자
문의전화 : 1599-8370(야놀자 고객센터)
상담시간 : 09:00 ~ 18:00",http://ticketimage.interpark.com/Play/image/etc/22/22015883-01.jpg
［강릉］아르떼뮤지엄,강릉 아르떼뮤지엄,2021.12.23,2023.12.31,"17,000원",전체관람가,http://ticketimage.interpark.com/Play/image/large/21/21013245_p.gif,매일 10:00 ~ 20:00 (입장마감 19:00) 연중무휴,,"[휠체어 이용 시, 관람 제한 사항]휠체어 이용 시, 바닥면이 거울로 되어 있는 일부 전시관(STAR, CAVE, WATERFALL) 관람이 제한됩니다.좁은 바퀴 폭으로 인한 하중 집중으로 거울 파손 및 안전사고 방지를 위함입니다.☆ 아르떼뮤지엄은 예매기한과 상관없이 계속 운영하는 전시관입니다.［업체정보］주소 : 강원 강릉시 난설헌로131 ［지번］강원도 강릉시 초당동 505-4 운영시간 10:00 - 20:00 (입장마감 19:00)대표번호 : 1899-5008휴무안내 : 연중무휴주차여부 : 가능(무료)※ 아르떼뮤지엄은 구매 1시간 이후 사용가능합니다.※ 관람후 TEA BAR 이용 고객님들께서는 19시15분까지 방문해 주세요.* 입장권 연령 기준- 성인 : 1960년 ~ 2004년생 - 청소년 : 2005년 ~ 2010년생- 어린이 : 2011년 ~ 2016년생-할인요금 적용 대상 : 유아(2020년 이후 출생),아동(2017년 ~ 2019년생), 경로(1959년 이전 출생자), 장애인, 유공자, 군인(의무복무자에 한함)*할인요금 적용대상자는 본인만 할인 요금이 적용(동반자는 할인 적용 불가/중복 할인 불가) 지참*강릉시민은 각 요금에서 50%할인(중복 할인 불가)※강릉시민 할인 및 할인요금 대상자는 현장에서 구매 가능하며,신분증/증빙서류 미지참시 혜택적용 불가,중복할인 불가※유아 및 아동은 증빙서류필수 입니다.  ",
한국만화박물관 입장권,한국만화박물관,2016.03.15,2023.06.30,"5,000원",전체관람가,http://ticketimage.interpark.com/Play/image/large/16/16003063_p.gif,"예매가능시간: 관람일 15시까지 ㅇ 관람 시간 : 10:00 ~ 18:00 ㅇ 발권 마감 : 17:00 ㅇ 휴관일 : 매주 월요일, 1월 1일, 설 연휴, 추석 연휴",,"ㅇ 해당상품은 부분취소가 불가합니다.ㅇ 온라인 예매권 구입 후 박물관 현장에서 발권 진행하며, 현장 발권 후에는 환불이 불가합니다.ㅇ 할인 및 무료 혜택 적용은 현장발권만 가능합니다.(※ 박물관 홈페이지 확인 후 증빙서류 지참 필수)　1. 무료 관람 대상 : 36개월 미만, 만65세 이상, 장애인, 생활보호대상자, 국가유공자, 의사상자, 병역명문가,　부천시 19세 이하 시민, 부천시 성인 다자녀카드 소지자, 2층 열람실 이용자 등　2. 자매도시 50% 할인 : 경기도 화성시, 강원도 강릉시, 충청북도 옥천군, 충청남도 공주시, 전라북도 무주군,　전라남도 진도군, 경상북도 봉화군(주소가 기재되어있는 신분증 지참 필수, 미성년자는 등본 지참 필수)ㅇ 가족권의 경우 성인은 최대 2명, 자녀는 19세 이하까지 구성 가능합니다.ㅇ 코로나19 확산 방지를 위한 관람객의 안전한 관람을 위하여 정상 체온 확인 후 입장 가능합니다.ㅇ 실내에서는 마스크 착용 후 다른 관람객과 거리두기를 유지해주세요.ㅇ 안전한 관람을 위하여 방역 수칙을 준수하고 직원의 안내에 협조해 주시기 바랍니다.",
［전시 연장 / 30%할인］짱구 페스티벌 ‘짱구야 캠핑가자!’ - 대구투어 전시,이월드 83타워 뮤지엄,2022.06.25,2023.04.09,"15,000원",전체관람가,http://ticketimage.interpark.com/Play/image/large/22/22007867_p.gif,- 관람시간 : 11:00 ~ 19:30 (입장 마감 오후 18:30) ※휴관일 없음,,"- 이월드 연간 회원권 할인 50% : 대인/소인 공통 7,500원
- 이월드 자유 이용권 할인 20% : 대인/소인 공통 12,000원
- 장애인 1~3급 동반1인 포함 할인 50% : 대인/소인 공통 7,500원 
- 장애인 4~6급 본인 할인 50%(복지카드 지참) : 대인/소인 공통 7,500원
- 국가 유공자 할인 50%(보훈증 지참) : 대인/소인 공통 7,500원",
국내여행 GRAND TOUR KOREA,피크닉 piknic,2022.12.01,2023.02.19,"18,000원",전체관람가,http://ticketimage.interpark.com/Play/image/large/22/22015445_p.gif,"화-일, 10-18시(입장마감 17:00) 월요일 휴관",,"판매/이용 기간 2022.12.01-2023.02.19
*10인 이상 단체 관람 문의 070 6245 6371

국내여행 GRAND TOUR KOREA
2022.10.21.-2023.2.19.
피크닉 piknic",http://ticketimage.interpark.com/Play/image/etc/22/22015445-01.jpg
［소풍］덕수궁 야경투어,덕수궁,2020.01.22,2023.12.31,"9,900원",만 8세이상,http://ticketimage.interpark.com/Play/image/large/20/20001127_p.gif,"매주［화,수,목,금］ 저녁 7시  매주［토,일,공휴일］오후4시 /저녁 6시30분  *매 회차 소요시간: 약 2시간  *월요일은 덕수궁 휴궁일입니다.",,"[공연시간 정보]매주［화,수,목,금］ 저녁 7시 매주［토,일,공휴일］오후4시 /저녁 6시30분 *매 회차 소요시간: 약 2시간 *월요일은 덕수궁 휴궁일입니다.*월요일이 공휴일인 경우 궁관람이 가능하며 다음날인 화요일이 휴궁일입니다.[예매 정보]*성인대상 해설. 만11세이상 권장*미성년자는 성인보호자가 반드시 동반예매 필수입니다.*만5세이상부터 성인과 동일한 금액입니다. (부득이한 동반시)● 매주 [화,수,목,금,토,일] 만5세이상 균일가 9900원[상품개요]바른역사 전문해설사가 동행하며 궁궐 곳곳에 얽힌 역사를 재미있는 이야기로 풀어드리는 고품격 인문학 해설투어로 최소11세이상 참여가능한 프로그램입니다.[포함사항]1. 거품없는 최저가격!!2. 바른역사해설사가 동행하는 생생한 전문해설!!!3. 최신형 무선수신기와 이어폰 무료대여 (개인 유선이어폰 3.5mm 준비권장, C타입 불가)[불포함사항]▶ 덕수궁 입장권 (천원) 미포함 해설투어상품입니다.▶ <덕수궁 입장료 안내>만24세 이하 65세이상 무료입장 (학생증,신분증 지참후 매표소에서 무료입장권 발권)만25세 이상 64세 이하 1000원 (매표소 대기없이 교통카드,신용카드 태그후 바로 입장가능)[이용안내]▶ 구매와 동시에 선택하신 날짜에 예약이 확정됩니다.▶ 투어 하루 전 오후3시전후에 등록하신 휴대폰으로 상세안내문자가 발송됩니다.▶ 투어당일 구매를 원하시는 경우 전화를 주시면 바로 예매안내 해드립니다. ▶ 상담전화 : 010-6672-3070 ▶ 준비물 : 개인이어폰(무선불가,C타입 사용불가) , 편한 신발▶ 집결장소 : 덕수궁입장권 개별 구매후 정문(대한문)입장하여 정면 금천교건너후 오른쪽.▶ 해설투어료 : 9900원 균일  (만5세부터 성인과 동일한 가격)▶ 해설대상 : 성인대상, 초등학생4학년 이상권장 (성인 동반예매 필수)▶ 해설투어 소요시간 : 약 2시간▶ 해설인원 : 최소4인부터 최대20인 (최소인원 미달시 개별연락, 전액환불)▶ 소규모 단체 단독 투어가능, 전화 문의 (010-6672-3070)▶ (창경궁, 경복궁, 돌담길 정동투어, 세종마을 서촌투어, 이화마을 낙산투어 등은 전화상담)[유의사항]▶ 미성년자만 참여불가하며 반드시 성인보호자와 함께 구매하셔야 합니다.▶ 10분전 입장을 부탁드리며 지각으로 중간합류해야 할 경우 미리 연락바랍니다.▶ 지각시 중간 합류는 가능하나 20시이후는 덕수궁 자체규정으로 입장이 불가합니다.▶ 투어 하루 전 19시부터 변경/취소/환불이 불가능하므로 신중한 구매 부탁드립니다.▶ 지각이나 사전연락 없는 불참시 변경, 취소, 환불이 불가합니다.▶ 투어 중 발생하는 모든 안전사고는 소풍의 책임이 없음을 안내해드립니다.▶ 해설녹음 및 동영상촬영 불가하며, 위반시 지식재산권(구 지적재산권)침해로 처벌대상이 될 수 있습니다.▶ 궁궐 안에서는 음식물 섭취가 불가능합니다 (음료수만 반입가능)▶ 모든 반려동물 동반입장 불가합니다.▶ 우천시에도 진행합니다.▶ 기타 문의사항과 단체문의, 당일 추가예매등 모든 문의는 010-6672-3070으로 전화주십시오.[주차, 교통안내]▶ 덕수궁 자체 주차시설이 없고 특히 주말은 매우 혼잡하오니 대중교통이용을 권장합니다.▶ 부득이한 경우 <주차앱>을 이용해 주차예약을 하고 오시면 편리합니다.▶ 대중교통 안내- 지하철 : 1호선 시청역2번출구 / 2호선 시청역12번출구- 버스 : 103, 150, 401, 402, 406, 1711, 7016, 7022, 790, 799 시청앞,덕수궁하차[업체정보]업체명 : 바른역사해설투어 [소풍]상담 문의 : 010-6672-3070카카오플러스친구 : 소풍2019",http://ticketimage.interpark.com/Play/image/etc/20/20001127-09.jpg
라이프 사진전 : 더 라스트 프린트,대전엑스포시민공원 아트센터,2022.11.25,2023.03.05,"15,000원",전체관람가,http://ticketimage.interpark.com/Play/image/large/22/22015885_p.gif,화 - 일요일 10:00 - 19:00 ( 입장 및 발권 마감 18:00 ) * 매주 월요일 휴관,,본 티켓의 사용기간은 2022년 11월 25일(금) 부터 2023년 3월 5일 (일)까지 입니다.,"http://ticketimage.interpark.com/Play/image/etc/22/22015885-01.jpg, http://ticketimage.interpark.com/Play/image/etc/22/22015885-02.jpg"
［홍대］왓츠유어컬러,아이뮤지엄 젤리스,2022.07.06,2023.02.28,"15,000원",전체관람가,http://ticketimage.interpark.com/Play/image/large/22/22008346_p.gif,공연시간 정보 text 없음,,"

Untitled Document


",
［서울 잠실］서울스카이 특별전 〈박기웅 - 48 VILLAINS〉 1월,롯데월드타워 서울스카이,2023.01.11,2023.02.05,"29,000원",전체관람가,http://ticketimage.interpark.com/Play/image/large/23/23000445_p.gif,판매기간 : 2023.01.11 ~ 2023.01.31 유효기간 : 2023.01.11 ~ 2023.02.05,,"[기본정보]판매기간 : 2023.01.11 ~ 2023.01.31유효기간 : 2023.01.11 ~ 2023.02.05[사용안내]1. 원하는 상품 구매 (당일구매/당일사용 가능)2. 구매 1시간내 LMS 메세지 수신3. 입장 게이트에서 QR코드 스캔 후 입장- ※문자 미수신 및 재발송 문의 : 1599-8370 (야놀자)- ☞문의시간 09:00~18:00[업체정보]업체명 : 서울스카이주 소 : 서울특별시 송파구 올림픽로 300전화번호 : 1661-2000운영시간 : 자세한 운영시간은 홈페이지 참고 부탁드립니다.- 서울스카이 : https://seoulsky.lotteworld.com/ko/main/index.do주차정보- 당일 방문 고객 주차 할인권 지급: 최대 4시간 4,800원(1,200원/60분 기준)- 4시간 이후 정상 주차요금 적용- 정상 주차요금(10시~20시: 10분당 500원, 그외 시간 10분당 200원)[서울스카이 이용안내]운영시간└ 정확한 운영시간은 홈페이지 참고 부탁드립니다.서울스카이 홈페이지 : https://seoulsky.lotteworld.com/ko/main/index.do- 마감시간 1시간 전까지 발권 및 입장 가능합니다.- 36개월 미만의 유아는 증빙서류 지참 시 무료입장 가능(성인1명당 1유아)- 국가유공자증/ 장애인증 제시 시: 30% 할인※ 상기 할인 사항은 증빙 서류 지참하여 현장 발권 시에만 적용 가능합니다.[유의사항]- 본 티켓으로는 서울스카이 모바일 앱 및 온라인 홈페이지에서 사전예약이 불가능하며, 현장에서만 이용가능 합니다.- 재판매로 인한 모든 법적인 문제는 해당 시설 및 판매사에서 책임지지 않습니다- 입장 마감시간을 꼭 확인해 주시기 바랍니다.[취소 및 환불규정]유효기간 내 미사용티켓 100% 환불가능유효기간 후 미사용티켓 100% 환불가능사용한 티켓은 환불 불가능합니다.[판매자 정보]업체명 : ㈜야놀자문의전화 : 1599-8370(야놀자 고객센터)상담시간 : 09:00 ~ 18:00","http://ticketimage.interpark.com/Play/image/etc/23/23000445-01.jpg, http://ticketimage.interpark.com/Play/image/etc/23/23000445-02.jpg"
［여수］아르떼뮤지엄,여수 아르떼뮤지엄,2021.10.18,2023.12.31,"17,000원",전체관람가,http://ticketimage.interpark.com/Play/image/large/21/21010347_p.gif,운영시간: 10:00 - 20:00 (입장마감 19:00),,"［업체정보］주소 : 전라남도 여수시 박람회길1 여수엑스포 국제관A동 3층 아르떼뮤지엄운영시간 10:00 - 20:00 (입장마감 19:00)대표번호 : 1899-5008휴무안내 : 연중무휴주차여부 : 3시간 무료이벤트 중, 매표에서 등록*위치 : 여수엑스포 A, B동 지하주차장※ 아르떼뮤지엄은 구매 1시간 이후 사용가능합니다.[TEA BAR 이용안내]* TEA BAR는 차와 함께 미디어아트를 체험하는 공간입니다. - TAKE OUT 불가- 찬 음료만 제공- 전시 티켓만 구매 후 TEA BAR 별도 이용 시 1잔당, 4,000원* 입장권 연령 기준- 성인 : 1960년 ~ 2004년생 - 청소년 : 2005년 ~ 2010년생- 어린이 : 2011년 ~ 2016년생- 아동 : 2017년 ~ 2019년생(현장결제, 증빙서류필수)- 유아 : 2020년 이후 출생 까지(증빙서류 필수)* 할인요금(증빙서류 필수) : 현장구매만 가능 / 8,000원- 아동 : 2017년 ~ 2019년생- 경로우대 : 1959년 이전 출생자- 장애인 : 복지카드 소지 본인- 유공자 : 녹색, 보라색 유공자증 소지 본인- 여수, 순천, 광양 시민 : 각 요금 2,000원 할인(중복 할인 불가)[안내 및 유의사항]*아르떼뮤지엄은 예매기한과 상관없이 계속 운영하는 전시관입니다.*온라인티켓은 구매 1시간 이후부터 사용 할 수 있습니다. *3시간 주차권(이벤트)은 매표소에 문의 해 주세요.*평일 낮 시간 대 단체방문이 많은 관계로 혼잡할 수 있습니다.*입장 후 환불이 불가하며, 퇴장 후 재입장이 불가능합니다.*아르떼뮤지엄 TEA BAR는 제공되는 차와 함께 미디어아트를 즐기는 체험공간입니다. 테이크아웃은 불가능하며, 오직 차가운 음료만 제공되어집니다.*코로나19 확산 방지를 위해 마스크 착용자에 한하여 입장이 가능하며, 관람 시에도 마스크를 반드시 착용하여야 합니다. *원활한 관람을 위해 현장 상황에 따라 입장 대기가 발생할 수 있습니다. *입장 후에는 환불이 불가하며, 퇴장 후 재 입장은 불가능합니다.",http://ticketimage.interpark.com/Play/image/etc/21/21010347-03.jpg
［서울］아라리오뮤지엄 인 스페이스,아라리오뮤지엄 인 스페이스,2022.05.01,2023.09.30,"15,000원",만 11세이상,http://ticketimage.interpark.com/Play/image/large/22/22005306_p.gif,예매가능시간: 관람 10분 전까지 - 운영시간 : 화~일 10:00 ~ 19:00 (18:00 입장마감) 월요일은 정규 휴관일입니다.,,"# 아라리오컬렉션 - 상설전
# 리칭 Li Qing 〈8개의방(A Suite of Eight Rooms)〉 - 2015.10.08 ~ 2022.10.09
# 엄태정 Taijung Um <은빛 날개의 꿈과 기쁨(Dream and Rejoice of Silver Wings)>- 2022. 08. 24 - 2023. 02. 26

*예매 취소 마감시간은 관람 하루 전인 평일/일요일/공휴일 오후 5시, 토요일은 오전 11시까지입니다.",
후지시로 세이지 북촌스페이스,후지시로 세이지 북촌스페이스,2022.03.04,2023.02.28,"10,000원",전체관람가,http://ticketimage.interpark.com/Play/image/large/22/22002108_p.gif,예매가능시간: 전일17시(화~토 관람 시)까지/전일 11시(일요일 관람 시)까지  휴관일 : 월요일   오픈 시간 : 10시~19시  마지막 입장 : 18시,,"-10,000원(입장권+1 Free drink)",
"내셔널지오그래픽 사진전 〈포토아크, 너의 이름은〉",북서울꿈의숲 상상톡톡미술관,2022.04.12,2023.02.26,"10,000원",전체관람가,http://ticketimage.interpark.com/Play/image/large/22/22004358_p.gif,- 전시기간: 2022.09.20 ~ 23.02.26- 운영시간 11:00~18:00 (입장마감 17:00)- 매주 월요일 휴관,,"숲속에 찾아온 세상에서 가장 희귀한 동물원- 북서울꿈의숲 나들이객이 폭증하여, 주차장 진입까지 수 시간이 소요되고 있습니다. 대중교통 이용을 부탁드립니다.","http://ticketimage.interpark.com/Play/image/etc/22/22004358-01.jpg, http://ticketimage.interpark.com/Play/image/etc/22/22004358-02.jpg"
(더빙)더 퍼스트 슬램덩크,한국만화박물관 1층 만화영화상영관,2023.01.10,2023.02.28,"10,000원",만 12세이상,http://ticketimage.interpark.com/Play/image/large/23/23000177_p.gif,예매가능시간: 관람 1시간 전까지 2023. 1. 10.(화) 15:40 2023. 1. 11.(수) 15:40 2023. 1. 12.(목) 15:40 2023. 1. 13.(금) 15:40 2023. 1. 14.(토) 15:40 2023. 1. 15.(일) 15:40,,"【만화영화상영관 이용 안내】
▶ 영화 관람 중에도 반드시 마스크를 착용하시기 바랍니다.
▶ 상영관 내 음료(물 제외) 및 음식 섭취를 금지하고 있습니다.
▶ 지정 좌석에 착석해주시기 바랍니다.

【만화영화상영관 티켓 발권 및 수령 안내】
▶ 예매 : 인터파크 티켓(검색창 ＇한국만화박물관＇으로 검색)
▶ 발권 : 한국만화박물관 현장 발권 및 예매 발권
▶ 36개월 미만 무료(※ 증빙서류 필수 지참)
    단, 보호자와 같은 좌석에 동석해야 합니다.
    현장에서 증빙 서류 확인 후 입장 가능.
    별도 좌석이 필요할 경우 추가 발권 해야 합니다.
▶ 우대 티켓 수령 시 당사자에 해당되는 증빙 서류를 제시해야 합니다.
    (증빙 서류 확인 불가 시 현장에서 재결제)
▶ 모든 티켓은 실 관람자 기준으로 적용됩니다.
▶ 지역화폐(부천페이) 사용 불가",http://ticketimage.interpark.com/Play/image/etc/23/23000177-01.jpg
＇(더빙)장화신은 고양이: 끝내주는 모험 ＇,한국만화박물관 1층 만화영화상영관,2023.01.04,2023.02.28,"10,000원",전체관람가,http://ticketimage.interpark.com/Play/image/large/22/22018000_p.gif,예매가능시간: 관람 1시간 전까지 2023. 1. 11.(수) 13:40 2023. 1. 12.(목) 11:00 2023. 1. 13.(금) 13:40 2023. 1. 14.(토) 13:40 2023. 1. 15.(일) 11:00 2023. 1. 17.(화) 11:00 2023. 1. 19.(목) 15:40 2023. 1. 20.(금) 11:00 2023. 1. 26.(목) 11:00 2023. 1. 28.(토) 11:00,,"【만화영화상영관 이용 안내】
▶ 영화 관람 중에도 반드시 마스크를 착용하시기 바랍니다.
▶ 상영관 내 음료(물 제외) 및 음식 섭취를 금지하고 있습니다.
▶ 지정 좌석에 착석해주시기 바랍니다.

【만화영화상영관 티켓 발권 및 수령 안내】
▶ 예매 : 인터파크 티켓(검색창 ＇한국만화박물관＇으로 검색)
▶ 발권 : 한국만화박물관 현장 발권 및 예매 발권
▶ 36개월 미만 무료(※ 증빙서류 필수 지참)
    단, 보호자와 같은 좌석에 동석해야 합니다.
    현장에서 증빙 서류 확인 후 입장 가능.
    별도 좌석이 필요할 경우 추가 발권 해야 합니다.
▶ 우대 티켓 수령 시 당사자에 해당되는 증빙 서류를 제시해야 합니다.
    (증빙 서류 확인 불가 시 현장에서 재결제)
▶ 모든 티켓은 실 관람자 기준으로 적용됩니다.
▶ 지역화폐(부천페이) 사용 불가",http://ticketimage.interpark.com/Play/image/etc/22/22018000-01.jpg
(자막) 원피스 필름 레드,한국만화박물관 1층 만화영화상영관,2022.11.30,2023.02.28,"10,000원",만 12세이상,http://ticketimage.interpark.com/Play/image/large/22/22015532_p.gif,예매가능시간: 관람 1시간 전까지 2023. 1. 3.(화) 15:40 2023. 1. 4.(수) 15:40 2023. 1. 5.(목) 15:40 2023. 1. 6.(금) 15:40 2023. 1. 7.(토) 13:40 2023. 1. 8.(일) 15:40 2023. 1. 11.(수) 11:00 2023. 1. 12.(목) 13:40 2023. 1. 13.(금) 11:00 2023. 1. 15.(일) 13:40 2023. 1. 17.(화) 13:40 2023. 1. 20.(금) 13:40 2023. 1. 25.(수) 13:40 2023. 1. 26.(목) 15:40 2023. 1. 28.(토) 15:40 2023. 1. 29.(일) 13:40,,"【만화영화상영관 이용 안내】
▶ 영화 관람 중에도 반드시 마스크를 착용하시기 바랍니다.
▶ 상영관 내 음료(물 제외) 및 음식 섭취를 금지하고 있습니다.
▶ 지정 좌석에 착석해주시기 바랍니다.

【만화영화상영관 티켓 발권 및 수령 안내】
▶ 예매 : 인터파크 티켓(검색창 ＇한국만화박물관＇으로 검색)
▶ 발권 : 한국만화박물관 현장 발권 및 예매 발권
▶ 36개월 미만 무료(※ 증빙서류 필수 지참)
    단, 보호자와 같은 좌석에 동석해야 합니다.
    현장에서 증빙 서류 확인 후 입장 가능.
    별도 좌석이 필요할 경우 추가 발권 해야 합니다.
▶ 우대 티켓 수령 시 당사자에 해당되는 증빙 서류를 제시해야 합니다.
    (증빙 서류 확인 불가 시 현장에서 재결제)
▶ 모든 티켓은 실 관람자 기준으로 적용됩니다.
▶ 지역화폐(부천페이) 사용 불가",http://ticketimage.interpark.com/Play/image/etc/22/22015532-01.jpg
(자막)더 퍼스트 슬램덩크,한국만화박물관 1층 만화영화상영관,2023.01.17,2023.02.28,"10,000원",만 12세이상,http://ticketimage.interpark.com/Play/image/large/23/23000540_p.gif,예매가능시간: 관람 1시간 전까지 2023. 1. 20.(금) 15:40 2023. 1. 29.(일) 15:40,,"【만화영화상영관 이용 안내】
▶ 영화 관람 중에도 반드시 마스크를 착용하시기 바랍니다.
▶ 상영관 내 음료(물 제외) 및 음식 섭취를 금지하고 있습니다.
▶ 지정 좌석에 착석해주시기 바랍니다.

【만화영화상영관 티켓 발권 및 수령 안내】
▶ 예매 : 인터파크 티켓(검색창 ＇한국만화박물관＇으로 검색)
▶ 발권 : 한국만화박물관 현장 발권 및 예매 발권
▶ 36개월 미만 무료(※ 증빙서류 필수 지참)
    단, 보호자와 같은 좌석에 동석해야 합니다.
    현장에서 증빙 서류 확인 후 입장 가능.
    별도 좌석이 필요할 경우 추가 발권 해야 합니다.
▶ 우대 티켓 수령 시 당사자에 해당되는 증빙 서류를 제시해야 합니다.
    (증빙 서류 확인 불가 시 현장에서 재결제)
▶ 모든 티켓은 실 관람자 기준으로 적용됩니다.
▶ 지역화폐(부천페이) 사용 불가",http://ticketimage.interpark.com/Play/image/etc/23/23000540-01.jpg
［강원］강릉 참소리축음기＆에디슨과학박물관,참소리축음기＆에디슨과학박물관,2021.04.20,2023.12.31,"6,000원",전체관람가,http://ticketimage.interpark.com/Play/image/large/21/21003218_p.gif,공연시간 정보 text 없음,,"

Untitled Document

",
［강원］역사와 문화가 가득한 강원종합박물관 입장권(당일구매당일사용 X),강원종합박물관,2023.01.04,2023.01.31,"9,000원",전체관람가,http://ticketimage.interpark.com/Play/image/large/23/23000077_p.gif,판매기간: 2023.01.01~2023.01.31 유효기간: ~2023.01.31,http://ticketimage.interpark.com/230000772023/01/13/99d1e020.jpg,"[기본정보]판매기간: 2023.01.01~2023.01.31유효기간: ~2023.01.31[이용방법 안내]1. 최소 이용 1일 전 구매(당일구매/당일사용 불가)2. 예약일 (이용일) 현장방문, 고객 성함 및 휴대폰 번호 뒷 4자리 확인 후 이용[업체정보]업체명 : [강원] 역사와 문화의 향기가 가득한 강원종합박물관 입장권업체주소 : 강원도 삼척시 신기면 강원남부로 3016업체번호 : 033-541-1523운영시간 : 입장 - 08:00~17:00 / 관람 - 08:00~18:00 (12월부터 02월까지)(03월부터 입장, 관람 마감시간 1시간 연장됨)매표마감 : 17:00휴 무 : 연중무휴최소이용가능나이 : 없음무료입장 기준 : 취학전 유아 무료주차여부 : 무료주차 가능[유의사항]박물관 전체(내·외부)가 금연구역입니다.음주자는 입장이 불가합니다.야외에서는 사진촬영이 가능하며, 실내전시실에서는 삼가하여 주시기 바랍니다.관람 시 타인에게 방해되지 않도록 정숙과 질서유지를 바랍니다.관람 시 음식물을 드시면 안 됩니다.애완동물은 캐리어(이동가방) 없이는 입장할 수 없습니다.[취소/환불 규정]*유효기간 내 미사용티켓 100% 환불가능*사용한 티켓은 환불 불가능합니다.*부분취소/부분환불 불가능합니다.[판매자 정보]업체명 : (주)야놀자문의전화 : 1599-8370(야놀자 고객센터)상담시간 : 09:00 ~ 18:00 (연중무휴)",http://ticketimage.interpark.com/Play/image/etc/23/23000077-02.jpg
［경기 동탄］디자인 가구 컬렉션 “어반베이스전(展)＂,어반베이스전,2022.12.16,2023.06.04,"15,000원",전체관람가,http://ticketimage.interpark.com/Play/image/large/22/22017419_p.gif,판매기간 : 2022.12.16 ~ 2023.06.04 17:00 유효기간 : 2022.12.16 ~ 2023.06.04,,"[이용방법]1. 최소 이용 1시간전 구매 (당일구매/당일사용 가능)2. 현장방문, 고객 성함 및 휴대폰번호 뒷4자리 확인 후 이용[업체정보]- 전시기간 : 2022년 12월 16일(금) ~ 상설전시(2023년 6월 예정)- 전시장소 : 경기 용인시 처인구 남사읍 봉무로153번길 79 한화리조트 용인 베잔송 B1 어반베이스 전시장- 운영시간 : 오전 11시 ~ 오후 8시- 입장마감 : 오후 7시- 휴관일 없음- 주차정보 : 관람객에 한해 무료- 홈페이지 : http://www.urbanbase.co.kr[유의사항]- 모든 티켓은 공지된 사용 기간 내 미사용시 교환 및 환불이 불가합니다. (~ 2023.06.04 이후 교환 및 환불 불가)[취소/환불규정]- 미사용티켓은 취소가능기한 (~2023년 6월 4일 ) 까지만 환불 가능- 유효기간 이후 환불 불가- 사용한 티켓은 환불이 불가합니다.[판매자정보]업체명 : ㈜야놀자문의전화 : 1599-8370(야놀자 고객센터)상담시간 : 09:00 ~ 18:00 (연중무휴)",http://ticketimage.interpark.com/Play/image/etc/22/22017419-01.jpg
